# ----------------------------------------
# 1 Master View
# report
# 20200101-20230621
# ----------------------------------------

Дата,Пользователи,Новые пользователи,Сеансов на пользователя,Сред. длительность сеанса,Показатель отказов,Страниц/сеанс,Достигнутые цели,Доход
20201114,1 239,1 040,"1,08",00:03:07,"47,08 %","4,46",172,"227,30 $"
20200319,1 238,970,"1,13",00:02:43,"50,11 %","3,92",136,"28,00 $"
20200320,1 237,1 023,"1,13",00:02:27,"51,11 %","3,71",120,"71,00 $"
20200201,1 225,1 017,"1,14",00:02:43,"46,84 %","4,43",159,"152,75 $"
20200308,1 224,1 033,"1,12",00:02:33,"50,84 %","3,97",128,"45,50 $"
20201004,1 217,1 011,"1,11",00:03:09,"39,62 %","5,14",187,"0,00 $"
20220910,1 217,1 017,"1,10",00:02:56,"48,91 %","4,87",252,"1 936,60 $"
20200913,1 212,993,"1,13",00:02:40,"49,85 %","4,44",161,"203,95 $"
20210814,1 212,1 030,"1,06",00:02:38,"51,55 %","4,57",210,"867,84 $"
20200101,1 210,1 040,"1,09",00:02:46,"51,29 %","4,49",162,"560,25 $"
20211225,1 208,1 038,"1,07",00:02:41,"48,41 %","4,47",220,"1 619,54 $"
20230312,1 192,956,"1,11",00:02:31,"52,52 %","3,74",184,"3 329,32 $"
20200125,1 191,1 015,"1,13",00:02:52,"47,63 %","4,28",149,"10,50 $"
20200802,1 188,972,"1,14",00:02:58,"45,05 %","5,14",188,"0,00 $"
20200404,1 187,977,"1,14",00:02:52,"49,45 %","3,97",146,"74,55 $"
20201010,1 183,984,"1,09",00:02:54,"43,85 %","5,00",168,"195,70 $"
20200704,1 172,1 001,"1,14",00:02:30,"53,40 %","4,29",163,"115,75 $"
20201225,1 172,1 032,"1,08",00:02:14,"58,77 %","4,12",177,"671,52 $"
20221225,1 172,954,"1,11",00:03:25,"50,08 %","4,03",196,"1 750,39 $"
20211224,1 170,953,"1,07",00:02:38,"47,36 %","4,75",239,"5 033,66 $"
20200328,1 161,994,"1,12",00:02:45,"50,15 %","3,90",118,"28,60 $"
20200912,1 158,978,"1,12",00:03:00,"49,58 %","4,87",184,"91,00 $"
20200104,1 149,973,"1,11",00:02:37,"49,02 %","4,08",150,"40,00 $"
20200329,1 146,964,"1,12",00:02:47,"51,09 %","3,94",143,"70,30 $"
20230325,1 145,914,"1,12",00:03:41,"46,99 %","4,31",175,"1 067,24 $"
20210703,1 144,977,"1,06",00:02:24,"54,02 %","4,35",223,"1 196,60 $"
20200904,1 143,914,"1,12",00:02:46,"46,22 %","4,85",197,"228,00 $"
20210731,1 131,935,"1,08",00:02:58,"48,69 %","4,98",237,"2 549,40 $"
20230402,1 127,904,"1,11",00:02:51,"48,80 %","3,91",171,"1 890,35 $"
20200126,1 125,927,"1,10",00:02:53,"46,81 %","4,46",137,"407,00 $"
20200926,1 120,924,"1,12",00:03:38,"42,18 %","6,28",204,"0,00 $"
20210101,1 118,969,"1,06",00:02:07,"57,83 %","4,22",150,"807,87 $"
20200315,1 109,932,"1,13",00:02:40,"49,04 %","4,12",113,"0,00 $"
20230318,1 108,928,"1,10",00:02:49,"50,53 %","3,79",150,"1 509,44 $"
20200105,1 106,930,"1,10",00:02:32,"47,98 %","3,88",125,"280,25 $"
20200906,1 094,923,"1,08",00:02:30,"44,29 %","4,89",165,"120,00 $"
20200920,1 093,896,"1,10",00:03:11,"44,92 %","5,13",185,"89,44 $"
20220101,1 082,921,"1,09",00:02:10,"53,49 %","4,07",166,"977,51 $"
20201003,1 067,868,"1,12",00:03:53,"43,26 %","5,64",188,"0,00 $"
20230401,1 067,895,"1,09",00:03:05,"47,55 %","4,16",152,"334,50 $"
20221224,1 066,879,"1,09",00:02:12,"52,85 %","3,81",195,"1 044,70 $"
20200314,1 064,887,"1,11",00:02:45,"48,85 %","4,18",115,"125,00 $"
20200801,1 063,865,"1,12",00:03:29,"43,59 %","5,84",193,"317,20 $"
20200829,1 055,873,"1,10",00:02:46,"44,82 %","4,75",167,"558,25 $"
20200830,1 052,867,"1,09",00:02:53,"43,29 %","4,62",147,"464,40 $"
20200823,1 044,843,"1,13",00:03:00,"44,44 %","5,41",192,"113,85 $"
20200321,1 036,883,"1,12",00:02:20,"52,64 %","3,59",107,"33,00 $"
20200815,1 032,823,"1,15",00:03:57,"44,34 %","6,05",210,"294,00 $"
20221231,1 032,844,"1,07",00:02:25,"54,46 %","3,56",155,"1 106,20 $"
20201231,1 022,869,"1,07",00:02:12,"57,93 %","4,14",153,"712,34 $"
20200816,1 021,789,"1,10",00:02:44,"44,36 %","4,75",129,"0,00 $"
20211231,1 000,838,"1,08",00:02:22,"51,43 %","4,15",167,"981,52 $"
20200822,994,817,"1,09",00:02:55,"46,69 %","4,36",129,"76,55 $"
20200322,979,822,"1,13",00:02:57,"49,82 %","4,04",123,"127,80 $"
20200905,960,801,"1,10",00:02:57,"44,25 %","5,07",159,"103,50 $"
20200919,932,760,"1,12",00:02:52,"45,40 %","4,81",130,"128,80 $"
,2 764 816,2 157 797,"1,11",00:03:10,"46,86 %","4,76",582 535,"5 435 772,56 $"

Индекс дня,Пользователи
01.01.2020,1 210
02.01.2020,1 709
03.01.2020,1 469
04.01.2020,1 149
05.01.2020,1 106
06.01.2020,1 949
07.01.2020,2 059
08.01.2020,2 254
09.01.2020,2 110
10.01.2020,1 801
11.01.2020,1 322
12.01.2020,1 430
13.01.2020,2 359
14.01.2020,2 171
15.01.2020,2 249
16.01.2020,2 259
17.01.2020,1 879
18.01.2020,1 286
19.01.2020,1 311
20.01.2020,1 749
21.01.2020,2 121
22.01.2020,2 177
23.01.2020,1 993
24.01.2020,1 764
25.01.2020,1 191
26.01.2020,1 125
27.01.2020,2 150
28.01.2020,2 235
29.01.2020,2 304
30.01.2020,2 059
31.01.2020,1 685
01.02.2020,1 225
02.02.2020,1 364
03.02.2020,2 251
04.02.2020,2 192
05.02.2020,2 236
06.02.2020,2 172
07.02.2020,1 902
08.02.2020,1 419
09.02.2020,1 494
10.02.2020,2 022
11.02.2020,2 331
12.02.2020,2 296
13.02.2020,2 134
14.02.2020,1 697
15.02.2020,1 372
16.02.2020,1 307
17.02.2020,1 803
18.02.2020,2 296
19.02.2020,2 310
20.02.2020,2 309
21.02.2020,1 871
22.02.2020,1 373
23.02.2020,1 320
24.02.2020,2 018
25.02.2020,2 087
26.02.2020,2 021
27.02.2020,2 126
28.02.2020,1 818
29.02.2020,1 310
01.03.2020,1 363
02.03.2020,2 081
03.03.2020,2 168
04.03.2020,2 264
05.03.2020,2 061
06.03.2020,1 854
07.03.2020,1 266
08.03.2020,1 224
09.03.2020,1 993
10.03.2020,2 195
11.03.2020,2 000
12.03.2020,1 682
13.03.2020,1 347
14.03.2020,1 064
15.03.2020,1 109
16.03.2020,1 363
17.03.2020,1 362
18.03.2020,1 448
19.03.2020,1 238
20.03.2020,1 237
21.03.2020,1 036
22.03.2020,979
23.03.2020,1 439
24.03.2020,1 427
25.03.2020,1 616
26.03.2020,1 501
27.03.2020,1 462
28.03.2020,1 161
29.03.2020,1 146
30.03.2020,1 707
31.03.2020,1 652
01.04.2020,1 570
02.04.2020,1 686
03.04.2020,1 467
04.04.2020,1 187
05.04.2020,1 247
06.04.2020,1 757
07.04.2020,1 730
08.04.2020,1 788
09.04.2020,1 743
10.04.2020,1 517
11.04.2020,1 261
12.04.2020,1 291
13.04.2020,1 823
14.04.2020,1 847
15.04.2020,1 949
16.04.2020,2 055
17.04.2020,1 876
18.04.2020,1 444
19.04.2020,1 540
20.04.2020,2 001
21.04.2020,2 022
22.04.2020,2 013
23.04.2020,1 837
24.04.2020,1 651
25.04.2020,1 439
26.04.2020,1 577
27.04.2020,2 248
28.04.2020,2 120
29.04.2020,1 897
30.04.2020,1 916
01.05.2020,1 734
02.05.2020,1 412
03.05.2020,1 468
04.05.2020,1 975
05.05.2020,2 037
06.05.2020,2 099
07.05.2020,1 983
08.05.2020,2 009
09.05.2020,1 523
10.05.2020,1 587
11.05.2020,2 135
12.05.2020,2 207
13.05.2020,2 182
14.05.2020,2 167
15.05.2020,1 851
16.05.2020,1 494
17.05.2020,1 644
18.05.2020,2 218
19.05.2020,2 214
20.05.2020,2 272
21.05.2020,2 137
22.05.2020,1 744
23.05.2020,1 489
24.05.2020,1 450
25.05.2020,1 760
26.05.2020,2 297
27.05.2020,2 352
28.05.2020,2 352
29.05.2020,1 920
30.05.2020,1 411
31.05.2020,1 450
01.06.2020,2 036
02.06.2020,2 186
03.06.2020,2 197
04.06.2020,2 300
05.06.2020,2 389
06.06.2020,1 602
07.06.2020,1 761
08.06.2020,2 374
09.06.2020,2 338
10.06.2020,2 565
11.06.2020,2 354
12.06.2020,1 954
13.06.2020,1 466
14.06.2020,1 500
15.06.2020,2 087
16.06.2020,2 220
17.06.2020,2 056
18.06.2020,1 937
19.06.2020,1 740
20.06.2020,1 401
21.06.2020,1 412
22.06.2020,2 130
23.06.2020,2 001
24.06.2020,1 904
25.06.2020,2 609
26.06.2020,1 997
27.06.2020,1 308
28.06.2020,1 354
29.06.2020,2 106
30.06.2020,1 932
01.07.2020,1 786
02.07.2020,1 593
03.07.2020,1 466
04.07.2020,1 172
05.07.2020,1 372
06.07.2020,2 800
07.07.2020,2 986
08.07.2020,2 789
09.07.2020,2 724
10.07.2020,2 445
11.07.2020,1 388
12.07.2020,1 547
13.07.2020,2 665
14.07.2020,2 442
15.07.2020,2 438
16.07.2020,2 140
17.07.2020,2 150
18.07.2020,1 412
19.07.2020,1 512
20.07.2020,2 363
21.07.2020,2 200
22.07.2020,2 157
23.07.2020,1 877
24.07.2020,1 653
25.07.2020,1 260
26.07.2020,1 265
27.07.2020,1 838
28.07.2020,1 844
29.07.2020,2 074
30.07.2020,1 773
31.07.2020,1 557
01.08.2020,1 063
02.08.2020,1 188
03.08.2020,2 282
04.08.2020,3 704
05.08.2020,2 544
06.08.2020,1 959
07.08.2020,2 839
08.08.2020,1 469
09.08.2020,1 396
10.08.2020,2 456
11.08.2020,1 891
12.08.2020,1 785
13.08.2020,1 691
14.08.2020,1 541
15.08.2020,1 032
16.08.2020,1 021
17.08.2020,1 691
18.08.2020,1 691
19.08.2020,2 355
20.08.2020,1 812
21.08.2020,1 646
22.08.2020,994
23.08.2020,1 044
24.08.2020,1 557
25.08.2020,1 652
26.08.2020,1 635
27.08.2020,1 873
28.08.2020,1 407
29.08.2020,1 055
30.08.2020,1 052
31.08.2020,1 565
01.09.2020,1 577
02.09.2020,1 739
03.09.2020,1 496
04.09.2020,1 143
05.09.2020,960
06.09.2020,1 094
07.09.2020,1 241
08.09.2020,1 761
09.09.2020,1 724
10.09.2020,1 960
11.09.2020,1 894
12.09.2020,1 158
13.09.2020,1 212
14.09.2020,1 963
15.09.2020,1 889
16.09.2020,1 792
17.09.2020,1 792
18.09.2020,1 550
19.09.2020,932
20.09.2020,1 093
21.09.2020,1 873
22.09.2020,1 849
23.09.2020,1 767
24.09.2020,1 732
25.09.2020,1 754
26.09.2020,1 120
27.09.2020,1 242
28.09.2020,1 874
29.09.2020,2 178
30.09.2020,2 512
01.10.2020,2 102
02.10.2020,1 668
03.10.2020,1 067
04.10.2020,1 217
05.10.2020,2 144
06.10.2020,2 329
07.10.2020,2 196
08.10.2020,2 147
09.10.2020,2 077
10.10.2020,1 183
11.10.2020,1 296
12.10.2020,2 117
13.10.2020,2 084
14.10.2020,2 109
15.10.2020,1 906
16.10.2020,1 831
17.10.2020,1 336
18.10.2020,1 405
19.10.2020,2 528
20.10.2020,2 588
21.10.2020,2 671
22.10.2020,2 413
23.10.2020,2 247
24.10.2020,1 550
25.10.2020,1 677
26.10.2020,2 768
27.10.2020,2 780
28.10.2020,2 790
29.10.2020,2 660
30.10.2020,2 430
31.10.2020,1 488
01.11.2020,1 579
02.11.2020,2 569
03.11.2020,2 635
04.11.2020,2 521
05.11.2020,2 446
06.11.2020,2 154
07.11.2020,1 368
08.11.2020,1 331
09.11.2020,2 205
10.11.2020,2 434
11.11.2020,2 084
12.11.2020,2 135
13.11.2020,1 903
14.11.2020,1 239
15.11.2020,1 351
16.11.2020,2 371
17.11.2020,2 411
18.11.2020,2 344
19.11.2020,2 358
20.11.2020,2 307
21.11.2020,1 514
22.11.2020,1 625
23.11.2020,2 422
24.11.2020,2 714
25.11.2020,2 473
26.11.2020,2 106
27.11.2020,2 360
28.11.2020,1 721
29.11.2020,1 888
30.11.2020,3 000
01.12.2020,2 840
02.12.2020,3 089
03.12.2020,2 885
04.12.2020,2 820
05.12.2020,1 877
06.12.2020,2 125
07.12.2020,3 465
08.12.2020,3 715
09.12.2020,3 396
10.12.2020,3 360
11.12.2020,2 917
12.12.2020,1 962
13.12.2020,2 048
14.12.2020,3 148
15.12.2020,3 028
16.12.2020,2 899
17.12.2020,2 950
18.12.2020,2 271
19.12.2020,1 749
20.12.2020,1 721
21.12.2020,2 281
22.12.2020,2 104
23.12.2020,1 762
24.12.2020,1 259
25.12.2020,1 172
26.12.2020,1 272
27.12.2020,1 393
28.12.2020,1 733
29.12.2020,1 691
30.12.2020,1 583
31.12.2020,1 022
01.01.2021,1 118
02.01.2021,1 340
03.01.2021,1 329
04.01.2021,1 739
05.01.2021,2 422
06.01.2021,2 470
07.01.2021,2 093
08.01.2021,1 932
09.01.2021,1 337
10.01.2021,1 401
11.01.2021,2 225
12.01.2021,2 221
13.01.2021,2 101
14.01.2021,2 108
15.01.2021,1 847
16.01.2021,1 309
17.01.2021,1 426
18.01.2021,1 778
19.01.2021,2 502
20.01.2021,2 575
21.01.2021,2 422
22.01.2021,2 236
23.01.2021,1 543
24.01.2021,1 777
25.01.2021,2 444
26.01.2021,2 319
27.01.2021,2 687
28.01.2021,2 313
29.01.2021,2 102
30.01.2021,1 464
31.01.2021,1 618
01.02.2021,2 446
02.02.2021,2 697
03.02.2021,2 777
04.02.2021,2 416
05.02.2021,2 191
06.02.2021,1 402
07.02.2021,1 455
08.02.2021,2 337
09.02.2021,2 211
10.02.2021,2 350
11.02.2021,2 116
12.02.2021,1 788
13.02.2021,1 328
14.02.2021,1 354
15.02.2021,1 735
16.02.2021,2 186
17.02.2021,2 415
18.02.2021,2 329
19.02.2021,1 962
20.02.2021,1 341
21.02.2021,1 431
22.02.2021,2 213
23.02.2021,2 262
24.02.2021,2 308
25.02.2021,2 430
26.02.2021,2 159
27.02.2021,3 526
28.02.2021,2 165
01.03.2021,3 086
02.03.2021,3 415
03.03.2021,2 999
04.03.2021,2 560
05.03.2021,2 128
06.03.2021,1 581
07.03.2021,1 778
08.03.2021,2 346
09.03.2021,2 499
10.03.2021,2 782
11.03.2021,2 754
12.03.2021,2 167
13.03.2021,1 601
14.03.2021,1 519
15.03.2021,2 485
16.03.2021,2 568
17.03.2021,2 716
18.03.2021,2 598
19.03.2021,2 176
20.03.2021,1 619
21.03.2021,1 735
22.03.2021,2 421
23.03.2021,2 711
24.03.2021,2 697
25.03.2021,2 520
26.03.2021,2 021
27.03.2021,1 709
28.03.2021,1 696
29.03.2021,2 508
30.03.2021,2 435
31.03.2021,2 650
01.04.2021,2 547
02.04.2021,2 003
03.04.2021,1 574
04.04.2021,1 587
05.04.2021,2 303
06.04.2021,2 613
07.04.2021,2 696
08.04.2021,2 659
09.04.2021,2 341
10.04.2021,1 796
11.04.2021,1 743
12.04.2021,2 651
13.04.2021,2 721
14.04.2021,2 653
15.04.2021,2 757
16.04.2021,2 635
17.04.2021,1 752
18.04.2021,1 718
19.04.2021,2 892
20.04.2021,2 877
21.04.2021,2 908
22.04.2021,3 155
23.04.2021,2 404
24.04.2021,1 590
25.04.2021,1 727
26.04.2021,2 780
27.04.2021,2 911
28.04.2021,3 045
29.04.2021,2 832
30.04.2021,1 935
01.05.2021,1 331
02.05.2021,1 429
03.05.2021,2 194
04.05.2021,2 399
05.05.2021,2 444
06.05.2021,2 451
07.05.2021,2 127
08.05.2021,1 370
09.05.2021,1 412
10.05.2021,2 484
11.05.2021,2 545
12.05.2021,2 458
13.05.2021,2 144
14.05.2021,1 987
15.05.2021,1 401
16.05.2021,1 599
17.05.2021,2 314
18.05.2021,2 530
19.05.2021,2 372
20.05.2021,2 534
21.05.2021,2 146
22.05.2021,1 315
23.05.2021,1 454
24.05.2021,2 178
25.05.2021,2 566
26.05.2021,2 478
27.05.2021,2 359
28.05.2021,1 613
29.05.2021,1 319
30.05.2021,1 363
31.05.2021,1 622
01.06.2021,2 400
02.06.2021,2 299
03.06.2021,2 566
04.06.2021,2 139
05.06.2021,1 414
06.06.2021,1 527
07.06.2021,2 351
08.06.2021,2 545
09.06.2021,2 298
10.06.2021,2 296
11.06.2021,1 981
12.06.2021,1 346
13.06.2021,1 489
14.06.2021,2 231
15.06.2021,2 446
16.06.2021,2 358
17.06.2021,2 475
18.06.2021,1 855
19.06.2021,1 321
20.06.2021,1 489
21.06.2021,2 282
22.06.2021,2 280
23.06.2021,2 289
24.06.2021,2 147
25.06.2021,1 887
26.06.2021,1 305
27.06.2021,1 371
28.06.2021,2 314
29.06.2021,2 557
30.06.2021,2 177
01.07.2021,2 047
02.07.2021,1 835
03.07.2021,1 144
04.07.2021,1 367
05.07.2021,1 627
06.07.2021,1 800
07.07.2021,2 118
08.07.2021,2 662
09.07.2021,2 002
10.07.2021,1 294
11.07.2021,1 341
12.07.2021,2 179
13.07.2021,2 309
14.07.2021,2 332
15.07.2021,3 360
16.07.2021,2 475
17.07.2021,1 414
18.07.2021,1 503
19.07.2021,4 094
20.07.2021,3 291
21.07.2021,3 127
22.07.2021,3 229
23.07.2021,2 008
24.07.2021,1 343
25.07.2021,1 384
26.07.2021,2 915
27.07.2021,2 390
28.07.2021,2 372
29.07.2021,2 315
30.07.2021,1 822
31.07.2021,1 131
01.08.2021,1 420
02.08.2021,2 505
03.08.2021,2 545
04.08.2021,2 518
05.08.2021,2 502
06.08.2021,2 066
07.08.2021,1 284
08.08.2021,1 409
09.08.2021,2 309
10.08.2021,2 242
11.08.2021,2 099
12.08.2021,2 110
13.08.2021,1 808
14.08.2021,1 212
15.08.2021,1 393
16.08.2021,2 001
17.08.2021,2 173
18.08.2021,2 233
19.08.2021,2 479
20.08.2021,1 981
21.08.2021,1 322
22.08.2021,1 396
23.08.2021,2 147
24.08.2021,2 286
25.08.2021,2 570
26.08.2021,2 472
27.08.2021,2 003
28.08.2021,1 345
29.08.2021,1 437
30.08.2021,2 141
31.08.2021,2 265
01.09.2021,2 270
02.09.2021,2 359
03.09.2021,1 816
04.09.2021,1 260
05.09.2021,1 513
06.09.2021,1 829
07.09.2021,2 356
08.09.2021,2 274
09.09.2021,2 472
10.09.2021,2 049
11.09.2021,1 337
12.09.2021,1 445
13.09.2021,2 455
14.09.2021,2 540
15.09.2021,2 799
16.09.2021,2 450
17.09.2021,2 214
18.09.2021,1 365
19.09.2021,1 440
20.09.2021,2 445
21.09.2021,2 474
22.09.2021,2 513
23.09.2021,2 491
24.09.2021,2 082
25.09.2021,1 294
26.09.2021,1 601
27.09.2021,3 364
28.09.2021,2 923
29.09.2021,2 817
30.09.2021,2 557
01.10.2021,2 121
02.10.2021,1 480
03.10.2021,1 499
04.10.2021,2 465
05.10.2021,2 973
06.10.2021,2 947
07.10.2021,2 912
08.10.2021,2 367
09.10.2021,1 360
10.10.2021,1 475
11.10.2021,2 526
12.10.2021,2 722
13.10.2021,2 742
14.10.2021,2 499
15.10.2021,2 249
16.10.2021,1 448
17.10.2021,1 474
18.10.2021,2 680
19.10.2021,3 485
20.10.2021,3 017
21.10.2021,2 659
22.10.2021,1 914
23.10.2021,1 431
24.10.2021,1 492
25.10.2021,2 858
26.10.2021,3 311
27.10.2021,2 787
28.10.2021,2 772
29.10.2021,2 286
30.10.2021,1 375
31.10.2021,1 398
01.11.2021,2 510
02.11.2021,2 685
03.11.2021,3 384
04.11.2021,3 260
05.11.2021,2 528
06.11.2021,1 514
07.11.2021,1 791
08.11.2021,2 990
09.11.2021,2 978
10.11.2021,2 811
11.11.2021,2 881
12.11.2021,2 523
13.11.2021,1 639
14.11.2021,1 749
15.11.2021,2 784
16.11.2021,2 756
17.11.2021,2 990
18.11.2021,2 969
19.11.2021,2 490
20.11.2021,1 714
21.11.2021,1 856
22.11.2021,3 225
23.11.2021,2 839
24.11.2021,2 768
25.11.2021,2 278
26.11.2021,2 531
27.11.2021,1 716
28.11.2021,1 872
29.11.2021,3 282
30.11.2021,3 005
01.12.2021,2 998
02.12.2021,2 984
03.12.2021,8 390
04.12.2021,4 658
05.12.2021,3 475
06.12.2021,4 338
07.12.2021,4 076
08.12.2021,3 858
09.12.2021,3 861
10.12.2021,3 300
11.12.2021,1 993
12.12.2021,2 019
13.12.2021,3 120
14.12.2021,3 047
15.12.2021,2 953
16.12.2021,3 053
17.12.2021,2 020
18.12.2021,1 569
19.12.2021,1 614
20.12.2021,2 577
21.12.2021,2 366
22.12.2021,2 266
23.12.2021,1 914
24.12.2021,1 170
25.12.2021,1 208
26.12.2021,1 313
27.12.2021,1 500
28.12.2021,1 924
29.12.2021,1 848
30.12.2021,1 553
31.12.2021,1 000
01.01.2022,1 082
02.01.2022,1 303
03.01.2022,1 568
04.01.2022,2 251
05.01.2022,2 312
06.01.2022,2 044
07.01.2022,1 980
08.01.2022,1 464
09.01.2022,1 609
10.01.2022,2 465
11.01.2022,2 511
12.01.2022,2 516
13.01.2022,2 445
14.01.2022,2 072
15.01.2022,1 486
16.01.2022,1 444
17.01.2022,1 980
18.01.2022,2 497
19.01.2022,2 481
20.01.2022,2 821
21.01.2022,2 132
22.01.2022,1 535
23.01.2022,1 641
24.01.2022,2 506
25.01.2022,2 904
26.01.2022,2 676
27.01.2022,2 882
28.01.2022,2 448
29.01.2022,1 616
30.01.2022,1 586
31.01.2022,2 428
01.02.2022,2 623
02.02.2022,2 844
03.02.2022,2 692
04.02.2022,2 625
05.02.2022,1 636
06.02.2022,1 794
07.02.2022,2 702
08.02.2022,2 968
09.02.2022,3 140
10.02.2022,2 897
11.02.2022,2 726
12.02.2022,1 540
13.02.2022,1 749
14.02.2022,2 484
15.02.2022,2 789
16.02.2022,3 206
17.02.2022,2 761
18.02.2022,2 140
19.02.2022,1 363
20.02.2022,1 393
21.02.2022,1 953
22.02.2022,2 520
23.02.2022,2 385
24.02.2022,2 269
25.02.2022,2 043
26.02.2022,1 416
27.02.2022,1 444
28.02.2022,2 188
01.03.2022,2 409
02.03.2022,2 601
03.03.2022,2 491
04.03.2022,2 031
05.03.2022,1 533
06.03.2022,1 494
07.03.2022,2 499
08.03.2022,2 668
09.03.2022,2 824
10.03.2022,2 595
11.03.2022,1 847
12.03.2022,1 284
13.03.2022,1 426
14.03.2022,2 393
15.03.2022,2 345
16.03.2022,2 574
17.03.2022,2 617
18.03.2022,2 124
19.03.2022,1 482
20.03.2022,1 532
21.03.2022,2 660
22.03.2022,2 726
23.03.2022,2 848
24.03.2022,3 401
25.03.2022,2 507
26.03.2022,1 479
27.03.2022,1 754
28.03.2022,2 654
29.03.2022,2 545
30.03.2022,2 546
31.03.2022,2 698
01.04.2022,2 164
02.04.2022,1 416
03.04.2022,1 564
04.04.2022,2 760
05.04.2022,2 676
06.04.2022,6 529
07.04.2022,4 881
08.04.2022,3 262
09.04.2022,2 262
10.04.2022,2 110
11.04.2022,3 146
12.04.2022,3 047
13.04.2022,2 920
14.04.2022,2 876
15.04.2022,2 452
16.04.2022,1 684
17.04.2022,1 558
18.04.2022,2 829
19.04.2022,3 147
20.04.2022,3 131
21.04.2022,3 085
22.04.2022,2 497
23.04.2022,1 615
24.04.2022,1 859
25.04.2022,3 023
26.04.2022,3 068
27.04.2022,3 151
28.04.2022,3 056
29.04.2022,2 635
30.04.2022,1 696
01.05.2022,1 584
02.05.2022,2 655
03.05.2022,2 866
04.05.2022,2 878
05.05.2022,3 019
06.05.2022,3 940
07.05.2022,3 167
08.05.2022,1 993
09.05.2022,2 899
10.05.2022,3 263
11.05.2022,3 791
12.05.2022,3 643
13.05.2022,3 079
14.05.2022,2 532
15.05.2022,2 491
16.05.2022,2 970
17.05.2022,2 995
18.05.2022,2 824
19.05.2022,3 238
20.05.2022,2 576
21.05.2022,1 825
22.05.2022,1 945
23.05.2022,2 942
24.05.2022,3 017
25.05.2022,3 139
26.05.2022,3 018
27.05.2022,2 465
28.05.2022,1 632
29.05.2022,1 751
30.05.2022,2 271
31.05.2022,2 865
01.06.2022,2 954
02.06.2022,2 865
03.06.2022,2 624
04.06.2022,1 670
05.06.2022,1 710
06.06.2022,2 957
07.06.2022,3 408
08.06.2022,3 224
09.06.2022,3 394
10.06.2022,2 665
11.06.2022,1 585
12.06.2022,1 675
13.06.2022,2 842
14.06.2022,2 873
15.06.2022,2 998
16.06.2022,2 912
17.06.2022,2 563
18.06.2022,1 543
19.06.2022,1 716
20.06.2022,2 344
21.06.2022,2 880
22.06.2022,2 845
23.06.2022,2 876
24.06.2022,2 501
25.06.2022,1 551
26.06.2022,1 658
27.06.2022,2 780
28.06.2022,2 831
29.06.2022,2 728
30.06.2022,2 696
01.07.2022,2 291
02.07.2022,1 711
03.07.2022,1 807
04.07.2022,2 065
05.07.2022,2 319
06.07.2022,2 785
07.07.2022,2 634
08.07.2022,2 254
09.07.2022,1 484
10.07.2022,1 620
11.07.2022,2 693
12.07.2022,2 700
13.07.2022,2 743
14.07.2022,2 609
15.07.2022,2 397
16.07.2022,1 520
17.07.2022,1 631
18.07.2022,2 740
19.07.2022,3 073
20.07.2022,3 033
21.07.2022,2 867
22.07.2022,2 532
23.07.2022,1 492
24.07.2022,1 710
25.07.2022,2 757
26.07.2022,2 961
27.07.2022,3 130
28.07.2022,2 791
29.07.2022,2 604
30.07.2022,1 421
31.07.2022,1 565
01.08.2022,2 677
02.08.2022,2 732
03.08.2022,2 702
04.08.2022,2 744
05.08.2022,2 403
06.08.2022,1 399
07.08.2022,1 592
08.08.2022,2 720
09.08.2022,2 899
10.08.2022,2 820
11.08.2022,2 489
12.08.2022,2 245
13.08.2022,1 331
14.08.2022,1 441
15.08.2022,2 524
16.08.2022,2 455
17.08.2022,2 506
18.08.2022,2 776
19.08.2022,2 120
20.08.2022,1 254
21.08.2022,1 485
22.08.2022,2 529
23.08.2022,2 779
24.08.2022,2 570
25.08.2022,2 704
26.08.2022,2 455
27.08.2022,1 345
28.08.2022,1 396
29.08.2022,2 386
30.08.2022,2 409
31.08.2022,2 582
01.09.2022,2 313
02.09.2022,1 975
03.09.2022,1 248
04.09.2022,1 274
05.09.2022,1 823
06.09.2022,2 635
07.09.2022,2 595
08.09.2022,2 567
09.09.2022,2 142
10.09.2022,1 217
11.09.2022,1 302
12.09.2022,2 502
13.09.2022,2 717
14.09.2022,2 479
15.09.2022,2 557
16.09.2022,2 047
17.09.2022,1 299
18.09.2022,1 519
19.09.2022,2 741
20.09.2022,2 838
21.09.2022,2 675
22.09.2022,2 757
23.09.2022,2 388
24.09.2022,1 416
25.09.2022,1 501
26.09.2022,5 073
27.09.2022,6 202
28.09.2022,3 387
29.09.2022,3 022
30.09.2022,2 424
01.10.2022,1 445
02.10.2022,1 494
03.10.2022,2 707
04.10.2022,2 809
05.10.2022,2 680
06.10.2022,2 984
07.10.2022,2 375
08.10.2022,1 511
09.10.2022,1 552
10.10.2022,2 589
11.10.2022,2 832
12.10.2022,3 720
13.10.2022,3 039
14.10.2022,2 651
15.10.2022,1 513
16.10.2022,1 683
17.10.2022,3 036
18.10.2022,2 791
19.10.2022,3 128
20.10.2022,2 815
21.10.2022,2 285
22.10.2022,1 294
23.10.2022,1 457
24.10.2022,2 540
25.10.2022,2 862
26.10.2022,2 802
27.10.2022,2 569
28.10.2022,2 147
29.10.2022,1 315
30.10.2022,1 494
31.10.2022,2 445
01.11.2022,3 767
02.11.2022,3 194
03.11.2022,3 906
04.11.2022,3 230
